,sentiment,date,text
2699,1,tue dec 09 00:09:47 +0000 2014,mattgarber levifig dcurtis hah i wasn't defending it but this is apple and they don't understand the internet
2700,0,tue dec 09 00:15:05 +0000 2014,cool  minutes later i now have yosemite x on macbook not bad for an almost  year old computer still run strong apple winning
2701,0,tue dec 09 00:17:09 +0000 2014,apple inc is catching up on iphone  supply but still lagging demand aapl
2702,0,tue dec 09 00:19:15 +0000 2014,always so impressed with the customer service at the apple store square one my laptop works again and didn't cost me a dime
2703,1,tue dec 09 00:21:19 +0000 2014,apple there is still not a suicide note template on your most recent pages update how much longer do i have to wait
2704,0,tue dec 09 00:25:10 +0000 2014,few spots left wwclondon's  dec event apple w coderinheels drblack watcgirl isabelladegen
2705,1,tue dec 09 00:31:22 +0000 2014,thanks apple for making life complicated
2706,0,tue dec 09 00:33:34 +0000 2014,mkt final aapl putcallratios for monday december  
2707,0,tue dec 09 00:33:35 +0000 2014,final aapl putcallratios for monday december   via hamzei $$
2708,0,tue dec 09 00:33:52 +0000 2014,thanking apple for the 'do not disturb' feature
2709,1,tue dec 09 00:34:07 +0000 2014,the most offensive thing is the lack of a trashcan emoji stop the discrimination apple
2710,1,tue dec 09 00:34:24 +0000 2014,rt saigeist the most offensive thing is the lack of a trashcan emoji stop the discrimination apple
2711,0,tue dec 09 00:34:51 +0000 2014,rt optionsfeed final aapl putcallratios for monday december   via hamzei $$
2712,0,tue dec 09 00:35:08 +0000 2014,apple inc vs google inc the battle of the tech giants aapl
2713,0,tue dec 09 00:39:38 +0000 2014,rt gxldblvnts thanking apple for the 'do not disturb' feature
2714,0,tue dec 09 00:42:29 +0000 2014,hope apple  ios will allow compact views for rd party keyboards like swiftkey and swype do on android
2715,1,tue dec 09 00:45:16 +0000 2014,my macbook pro is now as annoying as my asus windows  computer freezing laggy etc so much for apple's excellence
2716,0,tue dec 09 00:47:09 +0000 2014,rt recentrates best buy cuts apple inc ipad prices to boost sales aapl ipad
2717,0,tue dec 09 00:51:17 +0000 2014,vrich i want a gold metallic macbook to go with my iphone  plus apple
2718,0,tue dec 09 00:52:09 +0000 2014,natalie portman passes on aaron sorkin's steve jobs movie aapl
2719,0,tue dec 09 00:52:15 +0000 2014, companies growing faster than apple inc aapl
2720,0,tue dec 09 00:53:32 +0000 2014,final aapl putcallratios for monday december  
2721,0,tue dec 09 00:55:09 +0000 2014,from verso apple retail celebrates computer science education week hourofcode
2722,1,tue dec 09 00:57:25 +0000 2014,why can't we facetime more than one person at a time apple  i need answers dammit until then oovoo winning
2723,0,tue dec 09 00:57:59 +0000 2014,armitagina well they don't want people recording the movie i guess we'll see i know it's crazy but just ra lp and le will be apple
2724,0,tue dec 09 00:58:22 +0000 2014,apple 'hoarding' iphone supply for its own stores ibdblogs via ibdinvestors aapl
2725,0,tue dec 09 01:00:03 +0000 2014,apple needs to consider these emoji's i really need them in my life via buzzfeed
2726,0,tue dec 09 01:03:56 +0000 2014,'not a book on how apple or starbucks grow global brands this is your book on how to grow your stickybrand '
2727,0,tue dec 09 01:06:44 +0000 2014,apple inc is catching up on iphone supply but still lagging demand | the motley fool aapl
2728,0,tue dec 09 01:07:31 +0000 2014,apple inc and facebook clash; neither is wrong | the motley fool fb aapl
2729,1,tue dec 09 01:10:52 +0000 2014,my old iphone exploded for no good reason apple what the heck
2730,0,tue dec 09 01:13:52 +0000 2014,cnbctv buy apple's pullback aapl
2731,1,tue dec 09 01:20:32 +0000 2014,my computer sux apple fix it
2732,1,tue dec 09 01:21:04 +0000 2014,no videos tonight turns out ipads still need electricity to function figure it out apple ps lol key studies at 
2733,0,tue dec 09 01:22:00 +0000 2014,protesters stage diein protests in apple store in nyc is it me or is this anger misplaced retweet if you agree
2734,1,tue dec 09 01:22:01 +0000 2014,for the past week my phone stay freezing  closing out apps on me wtf apple
2735,0,tue dec 09 01:23:04 +0000 2014,teamcavuto apple neil the problem is not the police but the govt as neal bootz points out so well
2736,1,tue dec 09 01:23:34 +0000 2014,apple sux 'teamcavuto protesters stage protests in apple store in nyc is it me or is this anger misplaced retweet if you agree'
2737,0,tue dec 09 01:23:38 +0000 2014,teamcavuto apple not just you i agree we need to refocus on peace there is to much violence in the usa nowdays
2738,0,tue dec 09 01:24:48 +0000 2014,prettynumbers teamcavuto apple for so many reasons
2739,1,tue dec 09 01:24:59 +0000 2014,teamcavuto apple all they are doing now is alienating people blocking federal interstates need to be stopped too endangering lives
2740,1,tue dec 09 01:25:07 +0000 2014,prettynumbers teamcavuto apple also steve jobs overrated
2741,1,tue dec 09 01:25:49 +0000 2014,eternalmuke wtf siri step your game up apple
2742,0,tue dec 09 01:26:24 +0000 2014,teamcavuto apple macy's and apple they just want to be on the news
2743,1,tue dec 09 01:26:27 +0000 2014,teamcavuto apple at this point it's not anger it's simply a manifestation of stupid
2744,0,tue dec 09 01:26:29 +0000 2014,teamcavuto apple most of these stooges have no idea why they're even out there this is occupy v
2745,1,tue dec 09 01:26:39 +0000 2014,sealskevin teamcavuto apple hopefully endangering their own lives
2746,0,tue dec 09 01:28:30 +0000 2014,pambesteder teamcavuto apple well said
2747,0,tue dec 09 01:30:03 +0000 2014,aaplapple trial continues without a plaintiff for now
2748,1,tue dec 09 01:31:00 +0000 2014,i just got this charger like  weeks ago what the frick apple
2749,0,tue dec 09 01:31:07 +0000 2014,teamcavuto apple they're staging a die in ar an apple store while being on their iphone
2750,0,tue dec 09 01:31:14 +0000 2014,anyone else notice the arm hair color of the fallontimberlake hand models is backwards in the apple iphone gaming spot
2751,1,tue dec 09 01:32:21 +0000 2014,rt pambesteder teamcavuto apple at this point it's not anger it's simply a manifestation of stupid
2752,0,tue dec 09 01:33:30 +0000 2014,teamcavuto apple i don't believe it matters if you think this anger is misplaced diein
2753,0,tue dec 09 01:34:24 +0000 2014,teamcavuto apple it's like a temper tantrum like little kids who aren't getting their way -year-old children having tantrums
2754,0,tue dec 09 01:36:18 +0000 2014,teamcavuto apple a protest should not show any form of violence because violence is very destructive
2755,0,tue dec 09 01:36:20 +0000 2014,teamcavuto apple blacks (% of pop) murder  more people per yr than whites (% of pop) this is what police deal with
2756,1,tue dec 09 01:37:06 +0000 2014,teamcavuto fairoakstrader apple these actions are not helping their cause democratswarontruth
2757,0,tue dec 09 01:37:46 +0000 2014,apple seems to have killed genius bar reservations online or via macs in apple stores even
2758,0,tue dec 09 01:38:34 +0000 2014,judge rules banks can sue target over credit card breach; apple pay value proposition intensifies
2759,0,tue dec 09 01:38:57 +0000 2014,teamcavuto fairoakstrader apple still misplaced but they are the companies with the most power to do something
2760,0,tue dec 09 01:39:52 +0000 2014,teamcavuto fairoakstrader apple it's all a game it's the continuation of the occupy clown thing trying to relieve the s drugs sex etc
2761,0,tue dec 09 01:40:24 +0000 2014,listenlena x bonus airmiles apple right now airmilesshops
2762,0,tue dec 09 01:40:32 +0000 2014,rt sjado listenlena x bonus airmiles apple right now airmilesshops
2763,1,tue dec 09 01:42:30 +0000 2014,my t-mobile  iphone nightmare iphone blackberry apple tmobile
2764,0,tue dec 09 01:44:55 +0000 2014,justinraimondo teamcavuto apple this is morphing into actions against police as praetorian guards working for the unaware rich
2765,0,tue dec 09 01:49:22 +0000 2014,an lg g apple iphone  plus comparison - apple plays catch-up lgus apple comparephones applevslg -
2766,1,tue dec 09 01:51:55 +0000 2014,apple fuck u n this weak ass iphone
2767,1,tue dec 09 01:57:49 +0000 2014,cocky ass apple i was talking bout da fruit fuck you apple
2768,0,tue dec 09 02:01:01 +0000 2014,teamcavuto sharneal apple 'hey bro can i check out that ipod while i'm down here'
2769,1,tue dec 09 02:05:31 +0000 2014,lmfao rt hellvcopter cocky ass apple i was talking bout da fruit fuck you apple
2770,0,tue dec 09 02:06:43 +0000 2014,leading android fansite recommends apple inc ipad air  as best tablet in  aapl
2771,1,tue dec 09 02:09:52 +0000 2014,fuck you apple
2772,0,tue dec 09 02:13:45 +0000 2014,teamcavuto usalivestrong apple misplaced neil they should protest at city hal and the mayors office and police station not apple
2773,0,tue dec 09 02:14:40 +0000 2014,rt schreier it makes you smarter elevate is apple app of the year congratulations jessepickard and team
2774,1,tue dec 09 02:15:16 +0000 2014,oh espn your live streaming on apple tv blows
2775,0,tue dec 09 02:16:28 +0000 2014,teamcavuto charliekirk apple what did macy's have to do with it or the other stores they blocked
2776,0,tue dec 09 02:19:31 +0000 2014,if you can't make or receive calls on your iphone you might not be able to make or receive calls on yo apple
2777,1,tue dec 09 02:25:07 +0000 2014,why does my battery die so quick apple
2778,0,tue dec 09 02:27:18 +0000 2014,teamcavuto apple it's all phony anger these protestors don't really care about blacks dieing or how if they did they'd be after chicago
2779,0,tue dec 09 02:27:42 +0000 2014,teamcavuto stuntbrain apple no rule against protesting and picking up a spare lightening cable
2780,1,tue dec 09 02:33:07 +0000 2014,apple airplay sucks on yosemite
2781,1,tue dec 09 02:41:17 +0000 2014,okfatty apple thanks  almost burning my house down
2782,0,tue dec 09 02:41:54 +0000 2014,apple everybody else can track when stuff will show up why can't you usps has great small package tracking
2783,0,tue dec 09 02:46:56 +0000 2014,panic jpetersen good call i thought apple was going to compete with dropbox droplr etc this is a bad sign like my macpro std gb hd
2784,1,tue dec 09 02:49:52 +0000 2014,i seriously f-ing hate this new version of apple itunes spend hours trying to figure out how to synch wo deleting everything
2785,1,tue dec 09 02:53:47 +0000 2014,apple what the heck my phone screen looks like it lost a battle with a windstorm
2786,0,tue dec 09 02:54:17 +0000 2014,congrats apple i mean he wasn't using googlehangouts right apple google
2787,0,tue dec 09 03:06:05 +0000 2014,rt smartoutsource steve wozniak calls apple's legendary garage 'a bit of a myth'
2788,1,tue dec 09 03:08:18 +0000 2014,teamcavuto rowdman apple it's democrat funded ows &ampaid protesters distraction from democrat failures aca amnestytaxesdebteconomy
2789,0,tue dec 09 03:12:12 +0000 2014,just received my auugmotionsynth just gotta wait for apple to approve their app now
2790,1,tue dec 09 03:20:21 +0000 2014,why does my phone suck so much apple
2791,0,tue dec 09 03:20:42 +0000 2014,aevan apple dude i play trombone i'm worried
2792,0,tue dec 09 03:21:02 +0000 2014,apple [apple] (aapl) plans to launch iphone mini version in  (monday  december)
2793,1,tue dec 09 03:28:27 +0000 2014,rt animaitoes why does my phone suck so much apple
2794,1,tue dec 09 03:31:41 +0000 2014,apple fix addis' phone so we can text each other pls and thx
2795,0,tue dec 09 03:35:10 +0000 2014,rt adage watch the weekend's new tv ads from radioshack apple and more
2796,0,tue dec 09 03:35:15 +0000 2014,'apple  hey you wanna use ifon siks jas follow rizalscandal and u will get it '
2797,0,tue dec 09 03:35:42 +0000 2014,rt abdinsyakirin 'apple  hey you wanna use ifon siks jas follow rizalscandal and u will get it '
2798,1,tue dec 09 03:39:22 +0000 2014,apple can you please make a charger that actually last
2799,1,tue dec 09 03:49:00 +0000 2014,arstechnica joemullin come on apple google et al-get your stb together so we can bypass cablesatellite companies
2800,0,tue dec 09 03:55:51 +0000 2014,i applied for apple's 'head of social media' opening i have a leg up because of my twitter skillz i am like the mark twain of twitter
2801,0,tue dec 09 04:02:18 +0000 2014,windows and yet i somehow would rather have a macbook air apple
2802,1,tue dec 09 04:02:33 +0000 2014,ayyy my fourth phone charger this week broke today apple fuck you
2803,0,tue dec 09 04:03:15 +0000 2014,apple pay or google wallet which is better biztechltd
2804,0,tue dec 09 04:06:25 +0000 2014,apple [apple] inc is catching up on iphone supply but still lagging demand (monday  december)
2805,0,tue dec 09 04:06:26 +0000 2014,the best iphone apps of the year according to apple [apple] (monday  december)
2806,0,tue dec 09 04:15:04 +0000 2014,aaplin their own words investor robin chan talks about xiaomi's lei jun
2807,0,tue dec 09 04:16:04 +0000 2014,watch the weekend's new tv ads from radioshack apple and more
2808,1,tue dec 09 04:16:24 +0000 2014,so here's the deal i'm taking this phone and beating the shit out of it fuck you appstore apple whatever your damn twitter is fuck you
2809,0,tue dec 09 04:17:45 +0000 2014,my iphones working without a sim card on g (not on wifi) wtf apple
2810,1,tue dec 09 04:20:10 +0000 2014,iphones are mad sensitive bro if it's too cold it dies even with a lot of battery left if it's too hot it shuts down as well smfh apple
2811,0,tue dec 09 04:30:48 +0000 2014,but when is apple gonna let me italicize
2812,1,tue dec 09 04:35:31 +0000 2014,xcode aapl - source kit crash in swift - getting annoying now
2813,1,tue dec 09 04:45:46 +0000 2014,tyniaaaa fuck jcolenc and apple
2814,1,tue dec 09 04:46:10 +0000 2014,worst thing i ever did was update the software on my computer this update is trash apple
2815,0,tue dec 09 04:47:02 +0000 2014,simplyyoursjoh tyniaaaa jcolenc apple yeah
2816,0,tue dec 09 04:47:32 +0000 2014,simplyyoursjoh scarfacesheed jcolenc apple i told him that but he's crazy
2817,0,tue dec 09 04:51:05 +0000 2014,simplyyoursjoh scarfacesheed jcolenc apple did the link bring you back to the pre ordered thing
2818,0,tue dec 09 04:51:14 +0000 2014,meet elevate apple [apple]'s pick for best iphone app of the year (monday  december)
2819,0,tue dec 09 04:52:15 +0000 2014,apple now is your chance with apple tv verizon fios is going downhill fast they are now using crappy plastic stbs with no displays
2820,0,tue dec 09 04:52:46 +0000 2014,scarfacesheed jcolenc apple he ain't steal it apple did
2821,0,tue dec 09 05:00:58 +0000 2014,i'm not playing no games jcolenc apple
2822,1,tue dec 09 05:01:02 +0000 2014,so with ios u can delete a contact but its not actually deleted fml fuck u apple
2823,1,tue dec 09 05:03:50 +0000 2014,rt dbreeeezy so with ios u can delete a contact but its not actually deleted fml fuck u apple
2824,1,tue dec 09 05:20:33 +0000 2014,apple my phone just died at % and i feel betrayed
2825,0,tue dec 09 05:23:30 +0000 2014,a for apple a for adnantariqbajwa a for airmun
2826,1,tue dec 09 05:36:24 +0000 2014,dear apple worst idea ever fix it
2827,0,tue dec 09 05:37:20 +0000 2014,i need new emojis  preferably some brown people an shxt like that apple
2828,0,tue dec 09 05:40:26 +0000 2014,apple make the settings page less horrific
2829,1,tue dec 09 05:45:01 +0000 2014,hey apple what the hell is this hahaha
2830,0,tue dec 09 05:45:11 +0000 2014,i wish phones had an infinite amount of storage apple you need to do something about that
2831,1,tue dec 09 05:47:35 +0000 2014,my spellcheck makes me wanna stab somebody that isn't the fuckin word i wanted to use apple
2832,0,tue dec 09 05:47:49 +0000 2014,i'm learning all about apple store at influenster apple
2833,1,tue dec 09 05:56:59 +0000 2014,apple yh news china reminds apple on need to support privacy security in its products apple can have access
2834,1,tue dec 09 05:59:24 +0000 2014,angelicaxpham does it look like i fucking have  days apple
2835,0,tue dec 09 06:00:04 +0000 2014,aaplapple inc international business machines corp exxon mobil corpora
2836,0,tue dec 09 06:04:39 +0000 2014,teamcavuto justinraimondo apple it's you
2837,0,tue dec 09 06:05:17 +0000 2014,yosemite is dope except for that one glitch that moves the message window all over the place apple
2838,0,tue dec 09 06:31:21 +0000 2014,laurelcatherine apple gotnewsdotcom that proves nothing
2839,0,tue dec 09 06:34:05 +0000 2014,where are they going with this come on apple
2840,1,tue dec 09 06:34:22 +0000 2014,ganondaif why is the quality so bad on these webcam pics excuse me apple
2841,0,tue dec 09 06:50:31 +0000 2014,losing two-factor recovery key could permanently lock apple id aapl
2842,0,tue dec 09 06:55:30 +0000 2014,great apple my phone number is so accurate
2843,1,tue dec 09 06:58:01 +0000 2014,apple thanks for making the shittiest chargers
2844,1,tue dec 09 07:00:00 +0000 2014,the hell does this mean apple one day skype won't let me login now i can't even open the app
2845,0,tue dec 09 07:01:50 +0000 2014,mzhoov bionicbombshell they got a nigga in a turban why cant we have a sista in a headscarf apple
2846,0,tue dec 09 07:03:54 +0000 2014,apple $ matches % increase in earnings q eps=$ in ios app donkey stocks on your iphone aapl
2847,0,tue dec 09 07:05:13 +0000 2014,mzhoov bionicbombshell be warned apple if consuela gets a quincenera emoji tasha better get a juke session emoji
2848,0,tue dec 09 07:06:48 +0000 2014,mzhoov bionicbombshell damnit apple i want footwork
2849,1,tue dec 09 07:08:02 +0000 2014,these damn apple commercials are getting worse and worse
2850,1,tue dec 09 07:08:57 +0000 2014,no apple don't 'remind me tomorrow' just f'ing tell me what the updates you want to install actually are
2851,0,tue dec 09 07:12:40 +0000 2014,lydiaslyfe bionicbombshell apple apple better get to working
2852,0,tue dec 09 07:15:04 +0000 2014,aaplin their own words baidu's robin li on xiaomi founder lei jun's 'guts
2853,0,tue dec 09 07:25:31 +0000 2014,last plaintiff in itunes antitrust lawsuit disqualified but the show must  - aapl apple mariannarosen
2854,1,tue dec 09 07:30:46 +0000 2014,congrats apple on making an iphone recording drm protected so we can't play it anywhere we want fail
2855,0,tue dec 09 07:38:20 +0000 2014,does anyone know if theres a smartwatch with a old fashioned clock face grandma needs a watch samsung apple mota
2856,1,tue dec 09 07:42:30 +0000 2014,danger* but ok apple wanna fuck with me
2857,0,tue dec 09 07:47:31 +0000 2014,rt wildjazie does anyone know if theres a smartwatch with a old fashioned clock face grandma needs a watch samsung apple mota
2858,1,tue dec 09 07:58:58 +0000 2014,my iphone plus is impossible to hold without a cover it slides out if my hand apple iphone apple
2859,0,tue dec 09 08:03:31 +0000 2014,just used apple pay for the first time thanks apple
2860,1,tue dec 09 08:15:51 +0000 2014,apple ios the lack of true keyboard integration is killing me half-assed implementations aren't solutions
2861,1,tue dec 09 08:43:10 +0000 2014,rt justrippy i need new emojis  preferably some brown people an shxt like that apple
2862,0,tue dec 09 08:52:22 +0000 2014,um where's the mango emoji apple
2863,0,tue dec 09 09:00:12 +0000 2014,rt baimains um where's the mango emoji apple
2864,0,tue dec 09 09:34:08 +0000 2014,apple is already building its next massive business and no one seems to have noticed
2865,0,tue dec 09 10:15:13 +0000 2014,what every young designer should know from legendary apple designer susan kare
2866,0,tue dec 09 10:19:02 +0000 2014,apple should really invest in terabyte storage
2867,1,tue dec 09 10:22:24 +0000 2014,best apps  it seems what's wrong with apple
2868,0,tue dec 09 10:24:23 +0000 2014,there is no apple presales in india their toll free keeps ringing o yes either you need it or you don't need why ask anything
2869,0,tue dec 09 10:54:13 +0000 2014,apple announces its top apps of  did your favourite app make the list (via mashable) appstore
2870,0,tue dec 09 10:58:49 +0000 2014,coachella to have apple ibeacon technology
2871,0,tue dec 09 11:00:07 +0000 2014,windows how can microsoft compete with apple if they are so slow in giving most demanded data toggler shortcut bigdreamsbutsmallact
2872,0,tue dec 09 11:05:53 +0000 2014,breaking $aapl 'buy' reiterated target set to $ by cantor $aapl brief explanation here aapl
2873,1,tue dec 09 11:05:59 +0000 2014,here we go again wit this 'waiting for items to copy' shit on itunes y'all pissing me off apple
2874,0,tue dec 09 11:09:33 +0000 2014,apple says security measures have cut phone theft by nearly  percent (in some places)
2875,0,tue dec 09 11:10:03 +0000 2014,top ios apps of  apple names elevate brain training as  iphone app
2876,0,tue dec 09 11:10:10 +0000 2014,a orwellian vision of the world once apple pay takes over by chrisskinner
2877,0,tue dec 09 11:10:54 +0000 2014,rt amdocs top ios apps of  apple names elevate brain training as  iphone app
2878,1,tue dec 09 11:23:28 +0000 2014,how is my battery already % within  minutes of usage fix up apple
2879,0,tue dec 09 11:26:10 +0000 2014,it'd be real cute if i could sync music to my phone apple god
2880,0,tue dec 09 11:30:05 +0000 2014,aapl'fast money' recap will oil companies start cutting their dividends
2881,0,tue dec 09 11:45:04 +0000 2014,aaplm abe says apple to build big r&amp center in japan media
2882,1,tue dec 09 11:47:56 +0000 2014,ohaiigloria hahahamark apple explain yourselves
2883,0,tue dec 09 11:49:53 +0000 2014,pm abe says apple to build big r&amp center in japan media $aapl aapl
2884,0,tue dec 09 11:50:55 +0000 2014,apple earns more profit in on quarter than amazon has earned in its lifetime amazon apple wowfactz dessytech
2885,0,tue dec 09 11:50:56 +0000 2014,apple earns more profit in on quarter than amazon has earned in its lifetime amazon apple wow facts
2886,0,tue dec 09 11:51:20 +0000 2014,apple ischool education applenws
2887,0,tue dec 09 11:51:39 +0000 2014,venturebeat obrien apple first to own  digital lang ip is new leader of the internet games samsung games
2888,1,tue dec 09 11:52:12 +0000 2014,appleipad irig for the price to connect my guitar i could buy a real amp loud enough to perform ripoff
2889,0,tue dec 09 11:54:37 +0000 2014,apple earns more profit in on quarter than amazon has earned in its lifetime amazon apple wowfactz dessytech
2890,0,tue dec 09 11:56:40 +0000 2014,apple earns more profit in on quarter than amazon has earned in its lifetime amazon apple wowfactz dessytech
2891,0,tue dec 09 11:57:14 +0000 2014,mfn is not just about international trade it's the key issue in apple's ebook appellate case says rparloff
2892,0,tue dec 09 12:00:30 +0000 2014,apple plans to launch iphone  mini version in  $aapl aapl
2893,0,tue dec 09 12:04:25 +0000 2014,cnbc how does that fat finger on aapl look now bobpisani only a few days later
2894,1,tue dec 09 12:15:25 +0000 2014,yes i love when none of my stuff works thank you apple
2895,1,tue dec 09 12:18:27 +0000 2014,real quick shout out to apple for your technology never working
2896,0,tue dec 09 12:30:19 +0000 2014,apple returns cash to shareholders because it's out of ideas on how to invest it $aapl aapl
2897,0,tue dec 09 12:40:07 +0000 2014,apple to build major new r&amp facility in japan prime minister reveals $aapl aapl
2898,0,tue dec 09 12:45:45 +0000 2014,i need to take that ridedrive to the fl mall today so i can schedule an appt at apple for my mac daddy
2899,0,tue dec 09 12:49:31 +0000 2014,how apple will boost profits during the holiday quarter and beyond $aapl aapl
2900,0,tue dec 09 12:54:03 +0000 2014,rt jpdesloges apple to build major new r&amp facility in japan prime minister reveals $aapl aapl
2901,0,tue dec 09 12:54:42 +0000 2014,rt jpdesloges how apple will boost profits during the holiday quarter and beyond $aapl aapl
2902,0,tue dec 09 13:02:01 +0000 2014,apple's first patent reassignment from primesense buy hints at d mapping on apple tv iphone $aapl aapl
2903,0,tue dec 09 13:02:25 +0000 2014,the new apple ipad air  change
2904,1,tue dec 09 13:14:07 +0000 2014,attention apple your free ipads would go faster if your emails didn't go straight to junk folders sortitout
2905,0,tue dec 09 13:16:48 +0000 2014,apple antitrust hearing will continue despite every plaintiff being disqualified $aapl aapl
2906,1,tue dec 09 13:17:02 +0000 2014,dear apple - sometimes when i write 'gave' it means i want the word 'gave' not the word 'have it's not a typo
2907,0,tue dec 09 13:30:18 +0000 2014,here are sfbjeditor  things to know today including who is hoarding the apple iphone
2908,0,tue dec 09 13:30:30 +0000 2014,apple stores recruiting fashionluxury experts ahead of apple watch debut $aapl aapl
2909,0,tue dec 09 13:32:02 +0000 2014,apple inc hires more fashion pros before 'iwatch' launch aapl
2910,0,tue dec 09 13:43:16 +0000 2014,see which  guru fund managers hold apple $aapl aapl
2911,0,tue dec 09 13:45:31 +0000 2014,considering the ads in my fb feed + facebook privacy changes i think apple 's tim cook was spot on how about you
2912,1,tue dec 09 13:45:47 +0000 2014,hey apple the keyboard on my phone is all sorts of drunk this morning send help pls thx
2913,0,tue dec 09 13:54:37 +0000 2014,apple intraday comments - pre-opening - premium users aapl stockaction trading stocks mkt
2914,0,tue dec 09 13:54:51 +0000 2014,translate your app success story from taus member smartling - go global with apple tesla gopro
2915,0,tue dec 09 13:54:51 +0000 2014,translate your app success story from taus member smartling - go global with apple tesla gopro
2916,0,tue dec 09 13:55:23 +0000 2014,sales of the iphone  plus have settled a long-running argument about apple and smartphones $aapl aapl
2917,0,tue dec 09 13:57:07 +0000 2014,just did my first transaction with apple pay using my chase card very neat
2918,0,tue dec 09 13:58:54 +0000 2014,apple's siri now partnered with yahoo -- watch out google aapl yhoo goog
2919,0,tue dec 09 14:00:25 +0000 2014,aapl traders chart looks weaker than i'd like already below  sma momentum drop could sell off drag price to its  sma stockmarket
2920,0,tue dec 09 14:02:22 +0000 2014,why apple won't be a trillion dollar company according to billionaire vc jimbreyer businessinsider applenws
2921,0,tue dec 09 14:05:05 +0000 2014,certified by zebra partnered with apple business collaborated with sap now
2922,0,tue dec 09 14:06:11 +0000 2014,the boom  equaliser app for imac is sooooo sick blow the roof off also thank you apple for my free hard drive replacemrnt cosumerlaw
2923,0,tue dec 09 14:11:08 +0000 2014,my actual stock market positions are starting to show some profits long tvix crudeoil short aapl at  $ and nasdaq
2924,0,tue dec 09 14:13:29 +0000 2014,finally brooklyn is getting its own apple store aapl
2925,0,tue dec 09 14:15:29 +0000 2014,brooklyn finally getting an apple store expected to open in april  - aapl discussbrooklyn
2926,0,tue dec 09 14:15:45 +0000 2014,apple to open new research site in japan - wsj aapl
2927,0,tue dec 09 14:17:28 +0000 2014,it looks like i have a software update saved in my storage on my iphone can i delete this or do i need it apple applesupport
2928,0,tue dec 09 14:19:03 +0000 2014,why apple don't got layaway lol i need an imac man
2929,0,tue dec 09 14:23:05 +0000 2014,apple - fibonacci technicals levels - intraday - pre-opening $aapl aapl
2930,0,tue dec 09 14:23:21 +0000 2014,teamcavuto calicard apple it's not handled well but folks like myself do not think eric garner's death should simply go away
2931,1,tue dec 09 14:31:59 +0000 2014,it's official williamsburg is no longer hip anymore apple
2932,0,tue dec 09 14:35:38 +0000 2014,apple reveals its best of  app list- elevate and threes top the list via techland
2933,0,tue dec 09 14:35:48 +0000 2014,rt sfbjnews here are sfbjeditor  things to know today including who is hoarding the apple iphone
2934,0,tue dec 09 14:37:04 +0000 2014,the best iphone apps of the year according to apple
2935,0,tue dec 09 14:38:06 +0000 2014,apple planning new retail store in williamsburg brooklyn [mac blog] aapl
2936,0,tue dec 09 14:40:50 +0000 2014,short menu  now live in the apple appstore floschliep
2937,0,tue dec 09 14:43:21 +0000 2014,apple intraday comments - updated range - premium users aapl stockaction trading stocks mkt
2938,0,tue dec 09 14:45:35 +0000 2014,apple seems to be nailing it with applepay building on their success  brand appleid nomorepaywords
2939,0,tue dec 09 14:46:29 +0000 2014,apple seems to be nailing it with applepay building on their success  brand appleid nomorepaywords
2940,0,tue dec 09 14:53:57 +0000 2014,report apple's hiring fashionistas to help flog its watch $aapl aapl
2941,0,tue dec 09 14:55:23 +0000 2014,design-driven companies like apple and coca-cola have outperformed the s&amp  by % over the past  years
2942,0,tue dec 09 14:55:37 +0000 2014,apple intraday comments - updated range' - premium users aapl stockaction trading stocks mkt
2943,0,tue dec 09 14:57:56 +0000 2014,$aapl as expected some users still like small screens iphone  mini reportedly on its way aapl
2944,0,tue dec 09 14:58:03 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
2945,0,tue dec 09 14:59:51 +0000 2014,rt jpdesloges apple - fibonacci technicals levels - intraday update - $aapl aapl
2946,0,tue dec 09 15:00:02 +0000 2014,aapl best and coolest tech gadgets for the  holiday season
2947,0,tue dec 09 15:01:24 +0000 2014,rt jpdesloges apple - fibonacci technicals levels - intraday update - $aapl aapl
2948,0,tue dec 09 15:02:58 +0000 2014,samsungtweets claims tht its open access devpt platform goes beyond either apple healthkit or googlefit
2949,0,tue dec 09 15:04:49 +0000 2014,the applewatch and its $ billion impact on earnings in one year aapl
2950,1,tue dec 09 15:06:30 +0000 2014,that moment when you're typing a tweet and the official twitter client on your apple ipad  crashes &gt;
2951,1,tue dec 09 15:09:04 +0000 2014,apple inc is doomed $aapl dropped by % currently priced at  aapl
2952,0,tue dec 09 15:15:03 +0000 2014,aaplfinally brooklyn is getting its own apple store
2953,0,tue dec 09 15:16:44 +0000 2014,apple building massive new r&amp center in japan says its prime minister
2954,0,tue dec 09 15:17:47 +0000 2014,china reminds apple on need to support privacy security in its products $aapl aapl
2955,0,tue dec 09 15:17:59 +0000 2014,apple opening advanced r&amp center in yokohama japan aapl
2956,0,tue dec 09 15:18:00 +0000 2014,major news outlets seek permission to share steve jobs' ipod lawsuit deposition video aapl
2957,1,tue dec 09 15:22:36 +0000 2014,in your face apple
2958,1,tue dec 09 15:23:52 +0000 2014,apple one of my iphone  speakers just stopped working that's not coolsend me the iphone  and i will forgive you
2959,0,tue dec 09 15:32:35 +0000 2014,apple store is coming to brooklyn
2960,0,tue dec 09 15:32:54 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
